timestamp,user_id,user_role,lead_row_id,field_changed,old_value,new_value
2026-04-15T06:30:30.770Z,sr07,sales_rep,bmtu3wagqx,updated,,"call_status,remarks"
2026-04-15T06:30:48.718Z,sr09,sales_rep,hclqvwsehe,updated,,remarks
2026-04-15T06:32:28.012Z,sr09,sales_rep,zp2njsbie9,updated,,"remarks,lead_quality,lead_status"
2026-04-15T06:34:22.612Z,sr07,sales_rep,15rp7pg9ch,updated,,"call_status,remarks"
2026-04-15T06:34:52.675Z,sr09,sales_rep,f191gxq6xd,updated,,remarks
2026-04-15T06:35:54.534Z,sr09,sales_rep,gsmhbqdu5k,updated,,"remarks,next_followup_date"
2026-04-15T06:36:10.258Z,sr09,sales_rep,f191gxq6xd,updated,,next_followup_date
2026-04-15T06:37:02.265Z,sr09,sales_rep,d0j952txj7,updated,,"remarks,next_followup_date"
2026-04-15T06:38:06.700Z,sr09,sales_rep,ta0n82g1rk,updated,,"lead_status,remarks"
2026-04-15T06:38:40.097Z,sr09,sales_rep,hclqvwsehe,updated,,lead_status
2026-04-15T06:39:09.701Z,sr09,sales_rep,vec1m4f893,updated,,next_followup_date
2026-04-15T06:39:34.110Z,sr09,sales_rep,i6a2s7e4kf,updated,,"lead_status,lead_quality"
2026-04-15T06:41:05.853Z,sr07,sales_rep,rs52gj1oh2,updated,,"remarks,meaningful_connect,lead_quality,call_status,lead_status"
2026-04-15T06:41:47.982Z,sr07,sales_rep,6zpzwz0bux,updated,,"remarks,lead_status,call_status"
2026-04-15T06:42:24.449Z,sr09,sales_rep,ummiipghit,updated,,remarks
2026-04-15T06:43:06.846Z,sr07,sales_rep,wjiv0oubhr,updated,,"call_status,remarks"
2026-04-15T06:46:00.860Z,sr07,sales_rep,64d2etzhll,updated,,remarks
2026-04-15T06:47:43.483Z,sr07,sales_rep,nkhgcuz2o8,updated,,"remarks,call_status"
2026-04-15T06:49:11.534Z,sr07,sales_rep,f76qc4jiq9,updated,,"call_status,remarks"
2026-04-15T06:50:15.801Z,sr07,sales_rep,yn6qsswnve,updated,,"call_status,remarks"
2026-04-15T06:50:35.402Z,sr09,sales_rep,e4ga9miybs,updated,,"call_status,meaningful_connect,lead_quality,lead_status,remarks"
2026-04-15T06:56:28.854Z,sr09,sales_rep,s1z63oefq0,updated,,"next_followup_date,remarks,next_followup_time"
2026-04-15T06:56:41.901Z,sr09,sales_rep,s1z63oefq0,updated,,"call_status,meaningful_connect,lead_quality,lead_status"
2026-04-15T07:47:09.933Z,sr06,sales_rep,upjgwmugvt,updated,,"call_status,remarks"
2026-04-15T07:50:42.166Z,sr06,sales_rep,6g48bdchm6,updated,,remarks
2026-04-15T07:52:04.616Z,sr06,sales_rep,7udnyvxf95,updated,,"call_status,remarks"
2026-04-15T07:53:23.576Z,sr06,sales_rep,s59015j2qp,updated,,"lead_status,call_status,lead_quality,remarks"
2026-04-15T11:58:59.838Z,sr07,sales_rep,md6ndai4eo,updated,,remarks
2026-04-15T12:04:06.230Z,sr06,sales_rep,m55y7nz83k,updated,,"call_status,remarks"
2026-04-15T12:14:09.988Z,sr07,sales_rep,md6ndai4eo,updated,,"meaningful_connect,lead_quality,call_status,lead_status"
2026-04-15T12:16:25.218Z,sr06,sales_rep,1av3e5ex38,updated,,"lead_quality,call_status,remarks"
2026-04-15T12:16:45.209Z,sr07,sales_rep,8fu60ok73f,updated,,"call_status,remarks"
2026-04-15T12:20:24.690Z,sr07,sales_rep,k9qxa48757,updated,,"remarks,meaningful_connect,lead_quality,call_status,lead_status"
2026-04-15T12:21:55.918Z,sr06,sales_rep,kiotkauezp,updated,,"call_status,remarks"
2026-04-15T12:22:29.807Z,sr07,sales_rep,gpoolkde4o,updated,,"call_status,remarks"
2026-04-15T12:23:34.648Z,sr07,sales_rep,utfx9gi0fi,updated,,remarks
2026-04-15T12:23:39.592Z,sr07,sales_rep,utfx9gi0fi,updated,,call_status
2026-04-15T12:25:47.124Z,sr06,sales_rep,40y4cs836c,updated,,"call_status,remarks"
2026-04-15T12:26:47.921Z,sr06,sales_rep,p14m1c1dl8,updated,,"call_status,remarks"
2026-04-15T12:32:10.968Z,sr06,sales_rep,41q95j0hj5,updated,,"call_status,remarks"
2026-04-15T12:53:07.550Z,sr07,sales_rep,qx4r12v6i1,updated,,remarks
2026-04-15T12:53:20.065Z,sr07,sales_rep,qx4r12v6i1,updated,,"lead_status,lead_quality,meaningful_connect"
2026-04-15T12:54:03.372Z,sr07,sales_rep,qx4r12v6i1,updated,,call_status
2026-04-15T12:57:13.235Z,sr09,sales_rep,yrzac7sslq,updated,,remarks
2026-04-15T12:57:20.797Z,sr09,sales_rep,yrzac7sslq,updated,,next_followup_date
2026-04-15T13:01:18.093Z,sr09,sales_rep,4p2i1qjx1j,updated,,"remarks,call_status,lead_status,lead_quality,meaningful_connect,next_followup_date"
2026-04-15T13:03:23.066Z,sr09,sales_rep,g8f2ld9uci,updated,,"next_followup_date,call_status,remarks"
2026-04-15T13:41:06.384Z,sr07,sales_rep,thl0tdyunv,updated,,"remarks,call_status"
2026-04-15T13:42:06.666Z,sr07,sales_rep,xf4ht3kne9,updated,,"remarks,call_status"
2026-04-15T13:44:39.672Z,sr07,sales_rep,tbtijf4ypt,updated,,"call_status,remarks"
2026-04-15T13:50:29.596Z,sr09,sales_rep,kj10iy2xkz,updated,,remarks
2026-04-15T13:50:46.364Z,sr09,sales_rep,kj10iy2xkz,updated,,"next_followup_date,next_followup_time,call_status"
2026-04-15T13:51:48.047Z,sr09,sales_rep,glr89iuz1r,updated,,"remarks,call_status"
2026-04-15T14:01:51.351Z,sr09,sales_rep,en3ufz9r8n,updated,,"next_followup_date,lead_quality,meaningful_connect,call_status,lead_status,remarks"
2026-04-15T14:03:23.294Z,sr09,sales_rep,yf3bubzo2b,updated,,assigned_rep_id
2026-04-15T14:06:31.794Z,sr09,sales_rep,0cjohfodpd,updated,,"next_followup_date,remarks,call_status,next_followup_time"
2026-04-16T05:30:15.655Z,sr06,sales_rep,b0dgpu6ouj,updated,,"remarks,call_status"
2026-04-16T05:31:07.416Z,sr07,sales_rep,tabnx9jnbe,updated,,"remarks,call_status"
2026-04-16T05:32:36.312Z,sr06,sales_rep,q5va7flqpm,updated,,"call_status,remarks"
2026-04-16T05:33:20.753Z,sr07,sales_rep,1yaoikjulh,updated,,"remarks,call_status"
2026-04-16T06:00:19.192Z,sr07,sales_rep,5i6r0gf1qc,updated,,"remarks,meaningful_connect,lead_quality,call_status,lead_status,plan_option"
2026-04-16T06:19:06.696Z,sr06,sales_rep,bzg8b48zrb,updated,,"remarks,assigned_rep_id"
2026-04-16T06:22:50.249Z,sr09,sales_rep,bzg8b48zrb,updated,,"next_followup_date,remarks,call_status,meaningful_connect,lead_quality,lead_status,next_followup_time"
2026-04-16T06:30:19.662Z,sr06,sales_rep,3m74nlw8qb,updated,,"call_status,remarks"
2026-04-16T06:31:05.824Z,sr09,sales_rep,zp2njsbie9,updated,,lead_quality
2026-04-16T06:31:12.503Z,sr06,sales_rep,bks0vjxie8,updated,,"call_status,remarks"
2026-04-16T06:32:46.725Z,sr09,sales_rep,i6a2s7e4kf,updated,,lead_status
2026-04-16T06:33:32.009Z,sr07,sales_rep,gkgbx4vqp9,updated,,"remarks,meaningful_connect,lead_quality,call_status,lead_status,plan_option"
2026-04-16T06:33:43.838Z,sr09,sales_rep,f191gxq6xd,updated,,"remarks,lead_quality,lead_status"
2026-04-16T06:34:02.823Z,sr06,sales_rep,az1b4o750m,updated,,remarks
2026-04-16T06:34:47.738Z,sr09,sales_rep,nm12ntmn7b,updated,,next_followup_date
2026-04-16T06:35:54.041Z,sr07,sales_rep,i6g7atju21,updated,,"call_status,remarks"
2026-04-16T06:36:46.402Z,sr06,sales_rep,25byksxdbh,updated,,remarks
2026-04-16T06:37:11.091Z,sr09,sales_rep,vec1m4f893,updated,,remarks
2026-04-16T06:46:26.796Z,sr06,sales_rep,uwocl2ilsn,updated,,"lead_status,remarks"
2026-04-16T06:47:36.008Z,sr06,sales_rep,6ls0mlcvxr,updated,,"lead_status,call_status,remarks"
2026-04-16T06:47:52.174Z,sr07,sales_rep,hwvvy4gg3p,updated,,"remarks,call_status"
2026-04-16T06:48:35.073Z,sr06,sales_rep,6ls0mlcvxr,updated,,call_status
2026-04-16T06:49:56.976Z,sr06,sales_rep,g6i75wv391,updated,,remarks
2026-04-16T06:51:58.119Z,sr07,sales_rep,dp3cx47g0h,updated,,"remarks,meaningful_connect,lead_quality,call_status,lead_status"
2026-04-16T06:56:22.187Z,sr06,sales_rep,68sv4xb0dx,updated,,"lead_quality,call_status,lead_status,remarks"
2026-04-16T06:56:50.075Z,sr06,sales_rep,g6i75wv391,updated,,remarks
2026-04-16T06:57:19.973Z,sr06,sales_rep,68sv4xb0dx,updated,,remarks
2026-04-16T07:03:27.573Z,sr06,sales_rep,ywy1lgc18z,updated,,"call_status,remarks"
2026-04-16T08:19:36.935Z,sr07,sales_rep,wdk8rd0e8w,updated,,"meaningful_connect,lead_quality,call_status,lead_status,remarks"
2026-04-16T08:28:24.115Z,sr06,sales_rep,9yqpvef5xu,updated,,"remarks,call_status,lead_status,meaningful_connect,plan_option,next_followup_date,next_followup_time"
2026-04-16T08:28:46.096Z,sr06,sales_rep,8mp4gopg1i,updated,,lead_status
2026-04-16T08:34:41.701Z,sr07,sales_rep,gyl355n9vm,updated,,"call_status,remarks"
2026-04-16T08:35:36.785Z,sr07,sales_rep,610l6r934n,updated,,"remarks,call_status"
2026-04-16T08:41:41.091Z,sr06,sales_rep,ig2h62ut99,updated,,"lead_quality,call_status,lead_status,remarks"
2026-04-16T08:41:49.285Z,sr06,sales_rep,ig2h62ut99,updated,,remarks
2026-04-16T08:43:44.613Z,sr06,sales_rep,6qaeoc2ovo,updated,,"call_status,remarks"
2026-04-16T08:45:24.473Z,sr07,sales_rep,b54ws7lkil,updated,,"remarks,meaningful_connect,lead_quality,call_status,lead_status"
2026-04-16T08:47:12.038Z,sr07,sales_rep,uahrpcdm8f,updated,,"remarks,call_status"
2026-04-16T08:50:50.758Z,sr07,sales_rep,3pbumxfw3u,updated,,"call_status,remarks"
